ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NBR,FULL_NAME_CALLED,CALLED_NBR,START_DATE,DURATION,END_DATE,CELL_TOWER,CITY,STATE,ADDRESS
14,Haley Martindale,Haley,Martindale,86(644)491-7854,Marnia Whitlow,46(390)867-4589,1533526744,171,1533526915,17,New York City,NY,688 Lillian Plaza
15,Lucia Fevier,Lucia,Fevier,963(165)520-8001,Kermit Gravell,46(400)174-0761,1534104381,26,1534104407,145,Buffalo,NY,4 Sachs Park
16,Marcella Thorrington,Marcella,Thorrington,7(391)653-0495,Sheridan Shalliker,353(756)782-8136,1522941150,258,1522941408,79,Bronx,NY,2 Toban Junction
17,Lazare Glentworth,Lazare,Glentworth,55(115)524-1137,Colman Peregrine,48(956)715-0167,1546179923,398,1546180321,123,Bronx,NY,31976 Rutledge Road
18,Marguerite Sebborn,Marguerite,Sebborn,855(750)868-4851,Tawnya Demonge,7(227)541-0804,1537309279,119,1537309398,103,Elmira,NY,429 Linden Road
19,Rosanna McNeil,Rosanna,McNeil,63(829)122-3887,Gothart Shotbolt,54(158)652-5657,1530758798,216,1530759014,41,Brooklyn,NY,4 Sunnyside Circle
20,Muffin Fawbert,Muffin,Fawbert,63(233)406-8224,Cinda Vakhonin,63(913)332-5096,1526890504,397,1526890901,22,Elmira,NY,4 Weeping Birch Hill
21,Quintina Glazzard,Quintina,Glazzard,48(391)333-2108,Mayer Cosker,62(867)528-7589,1537466100,71,1537466171,17,Rochester,NY,3 Bellgrove Road
22,Devina Baunton,Devina,Baunton,86(706)262-9324,Kala Abley,62(384)688-0544,1537178627,183,1537178810,13,White Plains,NY,8379 Iowa Center
23,Jerald Haugeh,Jerald,Haugeh,56(521)860-7470,Elias Flitcroft,63(668)239-3496,1533798896,230,1533799126,89,Buffalo,NY,48 Superior Avenue
24,Shelden Northcote,Shelden,Northcote,7(886)628-5576,Vinnie Ewbanks,7(847)584-5047,1520257498,324,1520257822,73,Utica,NY,56 Mcguire Place
25,Miguela Gomez,Miguela,Gomez,30(460)599-8289,Bonnibelle O'Neil,33(516)650-9552,1518511285,241,1518511526,28,Elmira,NY,45278 Green Ridge Circle
26,Budd Mayler,Budd,Mayler,1(608)903-7954,Elbert Klimecki,86(699)830-9171,1528034355,211,1528034566,145,Buffalo,NY,883 Bayside Circle
27,Brandy Seathwright,Brandy,Seathwright,86(950)926-0246,Cate Jelphs,55(170)564-6484,1540779151,390,1540779541,35,Jamaica,NY,16760 Anzinger Hill
28,Ulrikaumeko Dibbert,Ulrikaumeko,Dibbert,351(143)482-8324,Muffin Fawbert,63(233)406-8224,1536144887,327,1536145214,144,Yonkers,NY,26911 Carey Court
29,Dalston Sommerly,Dalston,Sommerly,55(218)207-2709,Guinevere Littleton,63(377)586-7101,1535776304,15,1535776319,81,New York City,NY,2931 Scofield Place
30,Faye Dursley,Faye,Dursley,63(902)392-7963,Lynnell Cleobury,48(235)460-8196,1515851441,58,1515851499,147,New York City,NY,91362 Monterey Place
31,Etan Drust,Etan,Drust,230(902)946-8714,Kaitlin Keefe,1(801)429-8851,1515061274,23,1515061297,59,Rochester,NY,5216 Fairfield Trail
32,Brade Torry,Brade,Torry,86(913)265-8969,Curtice Di Filippo,420(701)689-8838,1530829457,170,1530829627,136,Buffalo,NY,1 Village Green Terrace
33,Greg Veare,Greg,Veare,351(837)973-3024,Bastien Crabtree,420(159)705-8611,1521812397,217,1521812614,7,Flushing,NY,80908 Amoth Park
34,Arielle Graddell,Arielle,Graddell,43(486)505-6877,Allys Le Brun,92(664)784-9836,1521973119,384,1521973503,44,Albany,NY,17899 Jackson Parkway
35,Arnold Seymark,Arnold,Seymark,55(880)420-0279,Alard Minichillo,46(584)856-3906,1538504301,67,1538504368,75,Rochester,NY,782 Mockingbird Center
36,Perrine Watling,Perrine,Watling,62(101)688-2034,Muhammad Fowley,507(912)879-8188,1533604091,129,1533604220,144,Rochester,NY,68529 Clarendon Street
37,Quintina Glazzard,Quintina,Glazzard,48(391)333-2108,Buck Bewick,351(863)564-0613,1541395018,377,1541395395,131,Jamaica,NY,061 Oak Plaza
38,Davin Scarsbrooke,Davin,Scarsbrooke,255(397)174-1184,Connie Deyes,963(863)205-4774,1530615105,303,1530615408,77,New York City,NY,02 High Crossing Hill
39,Sheppard Folomin,Sheppard,Folomin,86(349)181-3675,Constancy Sweeny,82(910)884-0245,1517219136,276,1517219412,33,New York City,NY,579 Monica Junction
40,Benedicta Krimmer,Benedicta,Krimmer,86(932)405-8193,Mercedes Ketchen,351(150)994-2825,1538503535,385,1538503920,29,New York City,NY,18119 Loeprich Junction
41,Helen Davenport,Helen,Davenport,504(609)786-5487,Coralie Korbmaker,62(736)298-6714,1543711953,142,1543712095,59,Schenectady,NY,454 International Junction
42,Marlie Vigrass,Marlie,Vigrass,86(655)800-4659,Gerik Percival,351(452)109-3915,1521344258,313,1521344571,84,New York City,NY,7 Bluestem Point
43,Zachery Klimas,Zachery,Klimas,48(605)985-8445,Guinevere Littleton,63(377)586-7101,1540291928,213,1540292141,131,Jamaica,NY,818 Ludington Avenue
44,Avictor Bryett,Avictor,Bryett,86(748)641-9235,Stanford Dorin,62(694)697-2212,1531542388,168,1531542556,7,Buffalo,NY,9746 Monument Terrace
45,Alfredo Tenaunt,Alfredo,Tenaunt,258(843)143-5140,Chaddy Scanlin,30(281)171-6079,1536100886,146,1536101032,33,Buffalo,NY,154 Clarendon Plaza
46,Justinn Dudman,Justinn,Dudman,63(267)911-2551,Roberta Beastall,55(719)787-5450,1515277424,397,1515277821,39,Bronx,NY,7414 Southridge Drive
47,Dorri Jancy,Dorri,Jancy,63(260)211-8802,Maximilianus Lewins,1(615)438-1035,1532404592,115,1532404707,13,Albany,NY,7 Chinook Hill
48,Bobbie Harkus,Bobbie,Harkus,86(998)608-5863,Nannie Carme,62(504)454-2707,1545105671,339,1545106010,128,Bronx,NY,1 Londonderry Avenue
49,Gill Ratray,Gill,Ratray,351(826)390-8794,Amerigo Sangar,62(981)772-1081,1538383223,291,1538383514,53,Buffalo,NY,025 Declaration Plaza
50,Hilliard Mumby,Hilliard,Mumby,52(246)353-4097,Elianore London,7(854)917-0253,1542704864,145,1542705009,46,Great Neck,NY,9 Brickson Park Trail
51,Cyrill Dickerline,Cyrill,Dickerline,27(837)990-2314,Andras Godby,62(586)568-1940,1521110456,173,1521110629,10,Bronx,NY,493 Pond Trail
52,Rosamund Genever,Rosamund,Genever,351(560)548-6023,Harald Matresse,63(572)529-2955,1529296344,48,1529296392,43,Brooklyn,NY,21 Melrose Court
53,Johna Lukacs,Johna,Lukacs,692(910)576-9359,Olimpia Damant,86(420)718-5477,1530708310,30,1530708340,11,Syracuse,NY,2270 Starling Point
54,Derwin Birrell,Derwin,Birrell,58(918)163-9103,Jennifer Jiran,66(113)304-7362,1534956718,308,1534957026,114,Flushing,NY,31 Fremont Place
55,Marybelle Bossom,Marybelle,Bossom,48(769)569-2817,Jerald Haugeh,56(521)860-7470,1543826321,317,1543826638,120,New York City,NY,6296 Superior Plaza
56,Naomi Eskrick,Naomi,Eskrick,1(912)996-5853,Gusta Cawdery,86(176)629-1830,1536735712,243,1536735955,102,New York City,NY,7416 Main Place
57,Starla Castangia,Starla,Castangia,352(572)269-7809,Sammy Haglington,62(521)555-7282,1525124699,142,1525124841,83,Brooklyn,NY,597 Prentice Alley
58,Delmore Catonne,Delmore,Catonne,62(700)656-9203,Elli Drydale,48(491)457-8188,1532700937,309,1532701246,108,Schenectady,NY,1 Farragut Trail
59,Conway Butrimovich,Conway,Butrimovich,63(671)793-8435,Malissia Yakovl,55(670)747-7932,1533705373,59,1533705432,144,Syracuse,NY,4409 Springview Park
60,Cassaundra Sesser,Cassaundra,Sesser,51(548)669-1242,Gloriana Mustin,98(743)476-3968,1536496986,166,1536497152,69,Schenectady,NY,56 Texas Point
61,Anet Flintuff,Anet,Flintuff,55(230)362-2494,Dorey Youster,52(803)351-9788,1525082562,310,1525082872,53,Mount Vernon,NY,71361 Center Trail
62,Torrence Minghetti,Torrence,Minghetti,880(732)631-6296,Mercedes Ketchen,351(150)994-2825,1520079027,35,1520079062,78,Albany,NY,2 Dunning Park
63,Jakie Blazeby,Jakie,Blazeby,62(361)186-1411,Cam Rushbrooke,81(494)560-4876,1541617741,53,1541617794,50,Buffalo,NY,23 Commercial Road
64,Etan Drust,Etan,Drust,230(902)946-8714,Amerigo Sangar,62(981)772-1081,1525144750,26,1525144776,7,Brooklyn,NY,6 Ridgeview Hill
65,Gaye Dinsell,Gaye,Dinsell,505(482)342-4754,Kassia Kordovani,84(580)602-9577,1524161210,241,1524161451,25,Albany,NY,372 Chive Terrace
66,Gareth Maclaine,Gareth,Maclaine,7(589)425-5313,Keely Sherer,62(147)577-9964,1534853641,76,1534853717,112,Flushing,NY,1032 Green Pass
67,Sharl Duffin,Sharl,Duffin,86(303)268-4464,Winonah Dikelin,389(692)947-6691,1541798360,10,1541798370,92,Brooklyn,NY,89 Schmedeman Junction
68,Feliza Cockshtt,Feliza,Cockshtt,242(479)799-4654,Kenneth Ebunoluwa,62(297)278-5580,1541676487,36,1541676523,109,New York City,NY,59 Arapahoe Alley
69,Zea Menloe,Zea,Menloe,250(145)786-9842,Silvio Crosfeld,1(853)871-2712,1525243567,71,1525243638,149,New York City,NY,9 Sauthoff Alley
70,Britt Pryn,Britt,Pryn,359(756)464-0045,Shanie Manuelli,86(586)124-0802,1517226272,76,1517226348,106,New York City,NY,0101 Sachtjen Drive
71,Sayers Fulford,Sayers,Fulford,62(221)160-0257,Gerardo Skeffington,358(695)801-6517,1543975224,333,1543975557,127,New Hyde Park,NY,1827 Gateway Way
72,Neile Sally,Neile,Sally,86(965)450-0798,Clem Bishell,351(924)142-5804,1515989736,245,1515989981,118,New York City,NY,489 Kensington Point
73,Winna Buglar,Winna,Buglar,63(929)472-3560,Tallie Kun,967(743)749-1428,1541223230,114,1541223344,64,Rochester,NY,6345 West Hill
74,Stinky Dockrell,Stinky,Dockrell,66(523)590-9250,Denice Borchardt,46(193)663-9286,1515467407,117,1515467524,136,Jamaica,NY,8852 Towne Parkway
75,Ham Rable,Ham,Rable,420(695)256-8864,Amble Bower,351(720)271-5247,1525042010,106,1525042116,134,New York City,NY,3 Armistice Circle
76,Erinn Ashpole,Erinn,Ashpole,86(137)197-7391,Romain Blancowe,7(909)806-7753,1538090391,57,1538090448,124,Syracuse,NY,4377 Eastlawn Alley
77,Peggy Carnier,Peggy,Carnier,53(781)825-3927,Kaitlin Keefe,1(801)429-8851,1534957086,255,1534957341,7,New York City,NY,5 Ramsey Junction
78,Lorin Rhodus,Lorin,Rhodus,380(878)428-7565,Tallulah Shurman,66(563)227-9331,1539676190,292,1539676482,117,Albany,NY,29410 Ohio Drive
79,Wernher Kunisch,Wernher,Kunisch,86(186)288-8724,Kristoforo Comiskey,51(448)115-3606,1520836725,189,1520836914,46,New York City,NY,95 Calypso Court
80,Lucia Fevier,Lucia,Fevier,963(165)520-8001,Jamill Strang,81(955)888-6816,1524967473,44,1524967517,111,New York City,NY,3096 Swallow Court
81,Alice Garlinge,Alice,Garlinge,1(121)977-8342,Robinette Mordaunt,371(106)195-7653,1534308959,224,1534309183,107,Rochester,NY,72 Karstens Road
82,Jelene Cultcheth,Jelene,Cultcheth,1(844)546-5599,Charmion Stovell,967(474)459-4428,1527311105,256,1527311361,5,New Hyde Park,NY,32148 Graceland Trail
83,Kenn Karoly,Kenn,Karoly,389(236)449-0818,Percival Beahan,46(317)394-4462,1520834945,298,1520835243,53,New York City,NY,0479 5th Way
84,Katherina Scarff,Katherina,Scarff,66(523)748-0545,Abbe Foucard,86(805)264-4202,1541926846,183,1541927029,62,White Plains,NY,899 Roxbury Crossing
85,Nancee Kinforth,Nancee,Kinforth,57(981)634-5862,Maiga Sawyer,62(859)894-9144,1527603081,214,1527603295,59,Utica,NY,55788 Graceland Court
86,Moira Letherbury,Moira,Letherbury,55(564)875-6675,Benedicta Krimmer,86(932)405-8193,1517256186,45,1517256231,90,New York City,NY,043 2nd Pass
87,Dev Caddock,Dev,Caddock,235(221)956-3995,Cassandra Theis,86(563)962-7596,1543485217,153,1543485370,2,Bronx,NY,16 Walton Terrace
88,Anissa Ruggen,Anissa,Ruggen,62(186)442-1604,Torrin Farmar,268(171)229-2849,1531904837,372,1531905209,67,Albany,NY,44 Little Fleur Center
89,Arabel Matthiae,Arabel,Matthiae,86(544)203-8993,Marlo MacDonagh,57(320)368-5606,1530049054,266,1530049320,7,New York City,NY,892 Troy Court
90,Christiana Tomaino,Christiana,Tomaino,56(535)619-0330,Yelena Grouse,55(499)361-6540,1515815255,320,1515815575,116,Brooklyn,NY,3 Mccormick Street
91,Molly Paxman,Molly,Paxman,86(894)682-6397,Carolee Laugherane,98(646)579-0966,1516374115,20,1516374135,128,Rochester,NY,1363 Stone Corner Street
92,Gardie Tinsey,Gardie,Tinsey,86(524)822-2846,Gregor Creavin,7(780)575-0653,1516239144,327,1516239471,55,Albany,NY,2 Sauthoff Crossing
93,Shandee Etridge,Shandee,Etridge,351(624)405-4592,Crichton Safell,374(828)109-1678,1526724631,81,1526724712,50,Jamaica,NY,8911 Express Place
94,Stacia Eastabrook,Stacia,Eastabrook,46(532)927-2010,Dom Normanell,86(870)131-8950,1538176309,193,1538176502,52,New York City,NY,81066 Stuart Park
95,Sheelah Lowe,Sheelah,Lowe,595(426)435-6273,Kendrick Lidgley,66(361)251-1753,1532365694,201,1532365895,99,Buffalo,NY,4 Barby Crossing
96,Marlie Vigrass,Marlie,Vigrass,86(655)800-4659,Gothart Raywood,58(901)492-7039,1535314086,13,1535314099,54,New York City,NY,0088 Maple Circle
97,Anissa Ruggen,Anissa,Ruggen,62(186)442-1604,Berkeley Lowden,33(810)348-9005,1531704777,272,1531705049,47,New York City,NY,0 Bashford Point
98,Laraine Lode,Laraine,Lode,976(863)881-2504,Arielle Graddell,43(486)505-6877,1542844308,211,1542844519,130,Jamaica,NY,5 Dovetail Way
99,Coletta Hollingshead,Coletta,Hollingshead,33(708)238-3594,Shandy Helix,963(215)269-7639,1544509674,160,1544509834,112,Syracuse,NY,1704 Bonner Point
100,Alphonso Cotterell,Alphonso,Cotterell,7(476)541-8458,Friedrich Conley,55(190)367-0102,1521598904,359,1521599263,103,Brooklyn,NY,77211 5th Drive
101,Helenka Fishleigh,Helenka,Fishleigh,251(366)617-8052,Tedmund Coleiro,57(717)290-5829,1514851146,388,1514851534,123,Buffalo,NY,8582 Debra Center
102,Devlen Inkster,Devlen,Inkster,92(747)958-9897,Quincy Menloe,353(371)534-5875,1522567829,66,1522567895,137,Brooklyn,NY,94 Holy Cross Terrace
103,Olivero Baseggio,Olivero,Baseggio,51(523)765-2257,Kizzee Marwood,86(953)796-9183,1516476382,36,1516476418,65,Schenectady,NY,162 Linden Road
104,Olav Robelow,Olav,Robelow,63(548)799-1114,Elias Flitcroft,63(668)239-3496,1531105852,284,1531106136,141,Rochester,NY,53857 Lillian Court
105,Zedekiah Poel,Zedekiah,Poel,63(238)567-6348,Garrek Tuft,54(719)228-7660,1527887314,323,1527887637,142,Buffalo,NY,071 Merry Street
106,Sasha Heinel,Sasha,Heinel,86(383)794-8904,Kala Abley,62(384)688-0544,1534582408,215,1534582623,48,New York City,NY,549 Portage Trail
107,Thurstan Garrold,Thurstan,Garrold,31(282)206-3628,Regan Bedow,52(691)445-5638,1533601937,66,1533602003,123,New York City,NY,3 Continental Drive
108,Carver Winslow,Carver,Winslow,55(489)722-3802,Kent Antoniak,39(559)405-4272,1543248638,194,1543248832,1,New York City,NY,30 Hazelcrest Circle
109,Karim Klimkov,Karim,Klimkov,351(772)533-7550,Winna Buglar,63(929)472-3560,1534800754,226,1534800980,140,Buffalo,NY,52871 Bunker Hill Crossing
110,Matt Glanders,Matt,Glanders,46(632)723-8684,Robinetta Canavan,86(615)299-1115,1539324959,256,1539325215,76,New York City,NY,1139 Orin Pass
111,Lindsay Rodman,Lindsay,Rodman,250(588)534-9009,Erma Trayton,30(514)500-7715,1540337185,334,1540337519,60,Rochester,NY,2048 Ruskin Alley
112,Laurice Beaten,Laurice,Beaten,62(161)541-7630,Hillie Vauter,86(141)889-4739,1523081452,32,1523081484,106,Rochester,NY,9 Tony Crossing
113,Cirstoforo Flatley,Cirstoforo,Flatley,380(198)783-0876,Salomo Kupke,351(547)349-2848,1545463742,262,1545464004,64,Brooklyn,NY,47771 Mariners Cove Alley
114,Bronnie Jowitt,Bronnie,Jowitt,420(577)517-8119,Nerti Gater,7(834)586-1296,1528199041,21,1528199062,33,Elmira,NY,0208 Toban Plaza
115,Margarete Vallerine,Margarete,Vallerine,234(949)395-8500,Kristal Alexandrescu,7(555)492-8091,1527074861,240,1527075101,98,Hicksville,NY,8 La Follette Crossing
116,Conny Deex,Conny,Deex,48(589)735-0144,Meryl Jindrak,62(851)281-0853,1545989777,325,1545990102,97,Rochester,NY,0892 Kropf Parkway
117,Jamison Delacroix,Jamison,Delacroix,351(237)263-2617,Shane Abraham,63(456)780-9843,1531205510,75,1531205585,15,White Plains,NY,95938 Clarendon Center
118,Abie Gallandre,Abie,Gallandre,212(103)447-8983,Dayna Barnicott,1(645)645-5588,1517615893,189,1517616082,26,New York City,NY,405 Mccormick Place
119,Rosanne Glozman,Rosanne,Glozman,1(816)787-6120,Gaby Lightman,62(151)983-4143,1535887349,322,1535887671,129,Albany,NY,267 Vidon Center
120,Minne Eagland,Minne,Eagland,86(205)318-6142,Teador Mattei,46(247)422-9962,1537491841,146,1537491987,51,Rochester,NY,2716 Golf View Hill
121,Wait Godthaab,Wait,Godthaab,46(245)464-2018,Gothart Raywood,58(901)492-7039,1516849971,289,1516850260,102,New York City,NY,43 Northwestern Street
122,Bertram Bergstram,Bertram,Bergstram,55(946)512-0555,Daron Purseglove,81(986)347-3416,1541302598,324,1541302922,136,Bronx,NY,9229 Monument Junction
123,Stinky Dockrell,Stinky,Dockrell,66(523)590-9250,Mariette Pickerell,86(393)277-6576,1525090332,82,1525090414,33,New York City,NY,24140 Oakridge Court
124,Devi Aldous,Devi,Aldous,86(137)949-5745,Concettina Bubb,86(864)278-5620,1532134875,145,1532135020,93,New York City,NY,9565 Springs Lane
125,Ainslee Guidera,Ainslee,Guidera,33(199)718-2465,Tova Tithacott,47(274)288-6504,1524917594,114,1524917708,13,New York City,NY,4 Fulton Crossing
126,Nathaniel Spottiswood,Nathaniel,Spottiswood,30(823)545-2782,Delaney Dight,351(133)646-0074,1535044293,204,1535044497,16,New York City,NY,025 New Castle Alley
127,Faythe Kliemann,Faythe,Kliemann,1(769)748-0241,Ashlin Domingues,86(946)421-2948,1543504420,133,1543504553,134,Flushing,NY,70020 Fisk Alley
128,Cristian Iveagh,Cristian,Iveagh,86(303)837-7784,Marita Torr,225(686)922-3561,1523290131,175,1523290306,96,New York City,NY,28 Eagle Crest Court
129,Myrvyn Eaddy,Myrvyn,Eaddy,380(305)307-6975,Marita Torr,225(686)922-3561,1530124627,226,1530124853,8,Albany,NY,0 Little Fleur Drive
130,Marty Gready,Marty,Gready,62(481)153-5784,Amalita Sinclar,86(482)270-6759,1534886769,149,1534886918,119,Brooklyn,NY,2761 West Alley
131,Rosanne Glozman,Rosanne,Glozman,1(816)787-6120,Karl Cratere,218(270)436-4281,1535188830,354,1535189184,68,Albany,NY,584 Loeprich Parkway
132,Arnold Seymark,Arnold,Seymark,55(880)420-0279,Sid Brobyn,351(220)350-2962,1520484667,20,1520484687,47,Buffalo,NY,0 Corben Center
133,Thedrick Anthes,Thedrick,Anthes,961(132)852-6105,Karrah Mordin,62(866)334-2325,1530761166,41,1530761207,122,Jamaica,NY,32 Moulton Plaza
134,Juli Pearse,Juli,Pearse,51(848)610-3679,Francyne Thurley,86(115)805-4012,1533639051,276,1533639327,133,New York City,NY,110 Elka Crossing
135,Meggy Eden,Meggy,Eden,976(640)596-6961,Heindrick Blindt,66(133)750-9805,1515509510,66,1515509576,20,New York City,NY,69 Northfield Plaza
136,Christiana Tomaino,Christiana,Tomaino,56(535)619-0330,Phillip Darlison,1(256)105-1836,1539168065,163,1539168228,89,Brooklyn,NY,3 Birchwood Trail
137,Meredithe McCurlye,Meredithe,McCurlye,62(260)176-7487,Iseabal Buston,1(210)255-8643,1527716588,358,1527716946,100,New York City,NY,582 Spaight Way
138,Kissee Bims,Kissee,Bims,504(542)721-6683,Yule Fibbitts,86(322)288-8263,1518805993,291,1518806284,113,Buffalo,NY,20 Helena Junction
139,Miriam Scutter,Miriam,Scutter,48(458)206-3815,Georgina Mettetal,86(116)789-3755,1540976724,39,1540976763,105,New York City,NY,763 Fair Oaks Way
140,Rebekkah Cicero,Rebekkah,Cicero,385(873)788-1873,Donall Levick,86(195)369-6470,1538484702,382,1538485084,45,New York City,NY,9860 Clyde Gallagher Terrace
141,Husein Alden,Husein,Alden,1(619)488-9002,Arley Gore,86(471)193-4009,1546040496,341,1546040837,125,New York City,NY,3 Village Green Circle
142,Gene Schapero,Gene,Schapero,358(722)728-8004,Barby Vigurs,33(152)216-7805,1525466087,318,1525466405,18,Albany,NY,01990 Delaware Street
143,Jamison Shelbourne,Jamison,Shelbourne,57(801)157-9909,Ulrikaumeko Dibbert,351(143)482-8324,1521115098,211,1521115309,147,New York City,NY,5 Northland Junction
144,Kendrick Lowthian,Kendrick,Lowthian,86(645)116-1420,Leora Ditts,62(547)556-3362,1524470047,26,1524470073,31,Jamaica,NY,838 7th Street
145,Leeann Tulk,Leeann,Tulk,86(318)542-5712,Marybelle Bossom,48(769)569-2817,1526201315,204,1526201519,37,Jamaica,NY,51 Amoth Pass
146,Giraud Carnelley,Giraud,Carnelley,55(773)984-1516,Tova Tithacott,47(274)288-6504,1525061717,79,1525061796,67,New York City,NY,67 Moose Alley
147,Keven Piaggia,Keven,Piaggia,375(422)329-2255,Orsola Toffolo,86(677)981-6396,1534059176,277,1534059453,27,Rochester,NY,417 Gale Pass
148,Marena Gamwell,Marena,Gamwell,7(112)981-2518,Fran Delbergue,54(396)940-6045,1528841422,106,1528841528,134,Jamaica,NY,59889 Pennsylvania Plaza
149,Shandra Gainforth,Shandra,Gainforth,33(884)900-9547,Theodosia Blyth,46(376)249-6710,1533021292,256,1533021548,97,Rochester,NY,9989 Beilfuss Trail
150,Lorin Rhodus,Lorin,Rhodus,380(878)428-7565,Brad D'Ambrogio,1(837)433-7626,1522713103,252,1522713355,100,Syracuse,NY,7 Hanson Crossing
151,Zack Lesser,Zack,Lesser,86(184)111-4633,Sapphira Spargo,57(461)163-2188,1521636908,54,1521636962,54,New York City,NY,824 Lakewood Gardens Park
152,Sayers Fulford,Sayers,Fulford,62(221)160-0257,Marguerite Sebborn,855(750)868-4851,1520611505,30,1520611535,24,Utica,NY,2683 Maple Wood Crossing
153,Devi Aldous,Devi,Aldous,86(137)949-5745,Leyla O'Collopy,86(583)280-6079,1545768862,223,1545769085,67,Staten Island,NY,4665 Kings Avenue
154,Dosi Youdell,Dosi,Youdell,62(646)636-1652,Margarette Ferraro,86(751)515-6286,1526494556,372,1526494928,109,Rochester,NY,235 Manley Plaza
155,Rosanna McNeil,Rosanna,McNeil,63(829)122-3887,Shelby Mettricke,86(230)723-0153,1542293767,390,1542294157,31,Rochester,NY,7 Packers Parkway
156,Augie Froud,Augie,Froud,54(765)974-4810,Erl Kirkup,51(313)358-9188,1519239539,99,1519239638,110,New York City,NY,80 Porter Avenue
157,Venita Brunotti,Venita,Brunotti,93(742)114-4714,Hanny Edgington,81(546)639-2104,1520721122,307,1520721429,55,New York City,NY,2951 Loeprich Parkway
158,Katha Maitland,Katha,Maitland,46(722)220-2797,Winfield Bligh,46(831)469-1624,1524736903,107,1524737010,30,New York City,NY,22533 Valley Edge Place
159,Alice Riddick,Alice,Riddick,84(154)750-7174,Kane Folke,98(515)889-6213,1531903129,344,1531903473,121,Port Washington,NY,4394 Gateway Road
160,Chanda Rehor,Chanda,Rehor,86(652)192-3598,Harlan Lipscombe,850(658)120-7317,1516264546,244,1516264790,80,Brooklyn,NY,9874 Calypso Alley
161,Kenneth Ebunoluwa,Kenneth,Ebunoluwa,62(297)278-5580,Olag Halso,51(246)920-8628,1517932179,36,1517932215,59,Jamaica,NY,8 Twin Pines Hill
162,Gregor Creavin,Gregor,Creavin,7(780)575-0653,Nannie Carme,62(504)454-2707,1539057379,194,1539057573,42,Brooklyn,NY,4 Redwing Plaza
163,Guthrey Rego,Guthrey,Rego,86(201)533-1481,Mayer Cosker,62(867)528-7589,1514765934,127,1514766061,124,Great Neck,NY,3061 Mandrake Crossing
164,Oswald Wilfing,Oswald,Wilfing,86(419)657-3760,Brad D'Ambrogio,1(837)433-7626,1540218301,9,1540218310,87,Buffalo,NY,26983 Holy Cross Way
165,Isadore Lasham,Isadore,Lasham,86(508)529-1958,Daffy Gresly,381(992)884-8735,1519284551,78,1519284629,83,Bronx,NY,870 Bellgrove Hill
166,Antoine Presman,Antoine,Presman,1(480)357-2907,Sasha Heinel,86(383)794-8904,1539192588,329,1539192917,55,Jamaica,NY,3273 Emmet Way
167,Noelani Glading,Noelani,Glading,7(250)287-7006,Stanford Dorin,62(694)697-2212,1531504973,147,1531505120,10,New York City,NY,40535 Warbler Point
168,Krystalle Greschke,Krystalle,Greschke,1(251)375-7528,Pen Ballinghall,63(813)651-8098,1523563173,290,1523563463,88,Hicksville,NY,454 Crescent Oaks Hill
